mlp, 0.002381938509643078, 15.099726676940918, 12.901928901672363, 13.56615424156189
peds, 0.05344624072313309, 21.648662567138672, 14.764318466186523, 15.742231905460358
mlp1, 0.01756780780851841, 25.0836124420166, 17.025413513183594, 17.53174215555191
peds1, 0.08420497924089432, 11.613712310791016, 12.18194580078125, 12.444982677698135
peds_fourier1, 0.17287153557161494, 8.828620899788865, 9.743111027324934, 10.112632338670206
mlp, 0.0016812921967357397, 15.34887409210205, 12.926848411560059, 13.69296908378601
peds_fourier, 0.17287153557161494, 8.828620899788865, 9.743111027324934, 10.112632338670206
peds_f_ens,..,  5.18, 6.817411659582903
peds_fourier_uq1, 0.11699707547826083, 11.077314719645, 10.53392165225606, 9.790478479495555
peds_fourier_uq1, 0.950390514005748, 6.9152195884151, 7.187858747524379, 8.252818152857367
